id,source_raw_id,raw_topic,normalized_topic,category,region,trend_score,growth_status,explanation,source_file,processed_at
16184,,hamdi alkan,Hamdi Alkan,General,TR,100.0,exploding,Hamdi Alkan is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16185,,from,From,General,TR,100.0,exploding,From is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16186,,murat dalkılıç,Murat Dalk L,General,TR,100.0,exploding,Murat Dalk L is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16187,,panini world cup 2026,Panini World Cup 2026,General,TR,100.0,exploding,Panini World Cup 2026 is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16188,,adriana lima,Adriana Lima,General,TR,100.0,exploding,Adriana Lima is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16189,,bursa namaz vakitleri,Bursa Namaz Vakitleri,General,TR,50.0,rising,Bursa Namaz Vakitleri is a General trend in TR with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16190,,endeks,Endeks,General,TR,100.0,exploding,Endeks is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16191,,derin beşikçioğlu,Derin Be Ik Io Lu,General,TR,100.0,exploding,Derin Be Ik Io Lu is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16192,,piyango,Piyango,General,TR,100.0,exploding,Piyango is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16193,,vietnam,Vietnam,General,TR,100.0,exploding,Vietnam is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16194,,arnavutluk,Arnavutluk,General,TR,100.0,exploding,Arnavutluk is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16195,,hugo larsson,Hugo Larsson,General,TR,100.0,exploding,Hugo Larsson is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16196,,dgs sınavı ne zaman 2026,Dgs S Nav Ne Zaman 2026,General,TR,100.0,exploding,Dgs S Nav Ne Zaman 2026 is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16197,,pera,Pera,General,TR,100.0,exploding,Pera is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16198,,trt yayın akışı,Trt Yay N Ak,General,TR,100.0,exploding,Trt Yay N Ak is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16199,,roger martinez,Roger Martinez,General,TR,100.0,exploding,Roger Martinez is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16200,,mehmet sevigen,Mehmet Sevigen,General,TR,100.0,exploding,Mehmet Sevigen is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16201,,cadiz,Cadiz,General,TR,100.0,exploding,Cadiz is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16202,,kurban bağışı,Kurban Ba,General,TR,100.0,exploding,Kurban Ba is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16203,,esra erol,Esra Erol,General,TR,75.0,rising,Esra Erol is a General trend in TR with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
16204,,muslera,Muslera,General,TR,100.0,exploding,Muslera is a General trend in TR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
